Pol,5,E,1,2016,9,2016-09-07,Aplic. de gastos,,0,,73454pn007tz,0,2016-09-08 17:09:01,0
Poldet,5,1,602.65.65,100000,0,Aplic. de gastos fact 573,
Poldet,66,22,603.55.04,1380,0,papeleria tiendas fac-6535,
Poldet,66,23,118.01,220.8,0,papeleria tiendas fac-6535,
Poldet,66,24,602.48.08,431.65,0,gas lp matriz fac-7351,
Poldet,66,25,118.01,69.06,0,gas lp matriz fac-7351,
Poldet,66,26,101.01.02,0,15452.88,Aplicacion efectivo,
Pol,67,E,50,2016,9,2016-09-05,aplic. de anticipos,,0,,,0,2016-09-22 14:09:03,0,
Poldet,67,1,120.01.04,1100,0,Aplic. de anticipos,
Poldet,67,2,102.01.01,0,1100,Pago con transferencia,
Pol,68,E,51,2016,9,2016-09-05,Aplic de antipos,,0,,,0,2016-09-22 14:09:39,0,
Poldet,68,1,,0,0,,
Poldet,68,2,120.01.79,3000,0,Aplic. de anticpos,
Poldet,68,3,102.01.01,0,3000,Pago con transferencia,
Pol,69,E,52,2016,9,2016-09-05,aplic. de anticipos,,0,,,0,2016-09-22 14:09:05,0,
Poldet,69,1,120.01.62,4000,0,Aplic. de anticipos,
Poldet,69,2,102.01.01,0,4000,Pago con transferencia,
Pol,70,E,53,2016,9,2016-09-05,aplic. de anticipos,,0,,,0,2016-09-22 14:09:41,0,
Poldet,70,1,120.01.02,40000,0,Aplic. de anticipos,
Poldet,70,2,102.01.01,0,40000,Pago con transferencia,
Pol,71,E,54,2016,9,2016-09-06,aplic. de anticipos,,0,,,0,2016-09-22 14:09:03,0,
Poldet,71,1,120.01.78,7000,0,Aplic. de anticipos,
Poldet,71,2,102.01.01,0,7000,Pago con transferencia,
Pol,72,E,55,2016,9,2016-09-03,Aplic. de anticipos,,0,,,0,2016-09-22 14:09:22,0,
Poldet,72,1,120.01.02,30000,0,Aplic. de anticipos,
Poldet,72,2,102.01.01,0,30000,Pago con transferencia,
Pol,73,E,56,2016,9,2016-09-14,aplic. de anticipos,,0,,,0,2016-09-22 14:09:39,0,
Poldet,73,1,120.01.79,6000,0,Aplic. de anticipos,
Poldet,73,2,102.01.01,0,6000,Pago con transferencia,
Pol,74,E,57,2016,9,2016-09-02,Aplic. de gastos,,0,,,0,2016-09-22 16:09:34,0,
Poldet,74,1,602.58.10,273.9,0,Aplic. de gastos,
Poldet,74,2,602.58.10,273.9,0,Aplic. de gastos,
Poldet,74,3,602.56.82,165.51,0,Aplic. de gastos,
Poldet,74,4,602.56.83,600,0,Aplic. de gastos,
Poldet,74,5,602.83,197.2,0,Aplic. de gastos,
Poldet,74,6,602.83,150,0,Aplic. de gastos,
Poldet,74,7,602.83,8962,0,Aplic. de pago de pistas,
Poldet,74,8,602.83,2200,0,Aplic. de gastos (Comida y compre de Rin,
Poldet,74,9,602.83,200,0,Pago de pension,
Poldet,74,10,602.83,300,0,Pago de tramite permiso,
Poldet,74,11,602.83,800,0,Aplic. de gastos,
Poldet,74,12,118.01,26.48,0,iva de gastos,
Poldet,74,13,118.01,96,0,Iva de gastos,
Poldet,74,14,120.01.44,0,14000,Aplic. de gastos,
Poldet,74,15,602.01,6416.84,0,Aplic. de gastos,
Poldet,74,16,102.01.01,0,6416.84,Pago con transferencia,
Poldet,74,17,602.83,0,244.99,Aplic. de gastos,
Pol,75,E,58,2016,9,2016-09-04,Aplic. de pago de nomina,,0,,,0,2016-09-22 17:09:04,0,
Poldet,75,1,602.01,14851.62,0,Aplic. de gstos,
Poldet,75,2,602.03,3240.11,0,Aplic. de gastos,
Poldet,75,3,602.23,4375,0,Aplic. de gastos,
Poldet,75,4,602.15,999.93,0,Aplic. de gastos,
Poldet,75,5,602.04,2306.48,0,Aplic. de gastos,
Poldet,75,6,602.05,2076.48,0,Aplic. de gastos,
Poldet,75,7,216.01,0,353.12,Aplic. de retenciones,
Poldet,75,8,216.11,0,370.03,Aplic. de retenciones,
Poldet,75,9,211.03,0,1854.95,Aplic. de retenciones,
Poldet,75,10,107.01.21,0,200,Aplic. de descuento,
Poldet,75,11,113.06,144.84,0,Aplic. de subcidio,
Poldet,75,12,602.01,28972.16,0,Aplic. de gastos,
Poldet,75,13,602.03,5869.5,0,Aplic. de gastos,
Poldet,75,14,602.23,9378.43,0,Aplic. de gastos,
Poldet,75,15,602.15,1250.07,0,Aplic. de gastos,
Poldet,75,16,602.04,6559.5,0,Aplic. de gastos,
Poldet,75,17,602.05,6058.47,0,Aplic. de gastos,
Poldet,75,18,216.01,0,971.33,Aplic. de retenciones,
Poldet,75,19,216.11,0,709.56,Aplic. de retenciones,
Poldet,75,20,107.01.06,0,200,Aplic. a prestamos,
Poldet,75,21,107.01.29,0,200,Aplic. a prestamos,
Poldet,75,22,107.01.25,0,250,Aplic. a prestamos,
Poldet,75,23,107.01.28,0,32.5,Aplic. a prestamos,
Poldet,75,24,107.01.24,0,300,Aplic. a prestamos,
Poldet,75,26,107.01.48,0,200,Aplic. a prestamos,
Poldet,75,27,211.03,0,4290.08,Aplic. de retenciones,
Poldet,75,28,113.06,422.57,0,Aplic. de subcidio al empleo,
Poldet,75,29,603.01,9555,0,Aplic. de gastos,
Poldet,75,30,603.03,765,0,Aplic. de gastos,
Poldet,75,31,603.23,900,0,Aplic. de gastos,
Poldet,75,32,603.15,474.96,0,Aplic. de gastos,
Poldet,75,33,603.04,2111.84,0,Aplic. de gastos,
Poldet,75,34,603.05,2111.14,0,Aplic. de gastos,
Poldet,75,35,216.01,0,2024.94,Aplic. de retenciones,
Poldet,75,36,216.11,0,258,Aplic. de retenciones,
Poldet,75,37,211.03,0,1318.42,Aplic. de retenciones,
Poldet,75,38,102.01.01,0,88884.88,Pago con transferencia,
Poldet,75,39,602.83,0,5.29,Aplic a gastos,
Pol,76,E,59,2016,9,2016-09-06,Aplic. de gastos,,0,,,0,2016-09-22 19:09:47,0,
Poldet,76,1,602.83,2100,0,Aplic. de gastos,
Poldet,76,2,102.01.01,0,2100,Pago con transferencia,
Pol,77,I,9,2016,9,2016-09-22,Aplicacion depositos ventas (Reg-209),,0,,,0,2016-09-23 09:09:34,0,
Poldet,77,1,102.01.02,1195.53,0,1 septiembre 2016,
Poldet,77,2,102.01.02,2282.96,0,1 septiembre 2016,
Poldet,77,3,102.01.02,308.4,0,1 septiembre 2016,
Poldet,77,4,102.01.02,72.25,0,1 septiembre 2016,
Poldet,77,5,102.01.02,1392,0,1 septiembre 2016,
Poldet,77,6,102.01.02,2749.93,0,1 septiembre 2016,
Poldet,77,7,102.01.02,2354.66,0,1 septiembre 2016,
Poldet,77,8,102.01.02,5784.35,0,1 septiembre 2016,
Poldet,77,9,102.01.02,762.86,0,1 septiembre 2016,
Poldet,77,10,102.01.02,2092.88,0,1 septiembre 2016,
Poldet,77,11,102.01.02,3029.45,0,1 septiembre 2016,
Poldet,77,12,102.01.02,2307.32,0,1 septiembre 2016,
Poldet,77,13,102.01.01,85600,0,2 septiembre 2016,
Poldet,77,14,102.01.01,9338,0,1 septiembre 2016,
Poldet,77,15,102.01.02,5396.03,0,1 septiembre 2016,
Poldet,77,16,102.01.02,8094.07,0,1 septiembre 2016,
Poldet,77,17,102.01.02,8702.89,0,1 septiembre 2016,
Poldet,77,18,101.01.01,0,141463.58,Aplicacion efectivo,
Pol,78,I,10,2016,9,2016-09-22,Aplicacion depositos ventas (Reg-209),,0,,,0,2016-09-23 10:09:01,0,
Poldet,78,1,102.01.02,1969.64,0,1 septiembre 2016,
Poldet,78,2,102.01.02,5590.25,0,2 septiembre 2016,
Poldet,78,3,102.01.02,580.6,0,2 septiembre 2016,
Poldet,78,4,102.01.02,299.73,0,2 septiembre 2016,
Poldet,78,5,102.01.02,2064.28,0,2 septiembre 2016,
Poldet,78,6,102.01.02,3335.28,0,2 septiembre 2016,
Poldet,78,7,102.01.02,822.52,0,2 septiembre 2016,
Poldet,78,8,102.01.02,2784,0,2 septiembre 2016,
Poldet,78,9,102.01.02,347.94,0,2 septiembre 2016,
Poldet,78,10,102.01.02,843.28,0,2 septiembre 2016,
Poldet,78,11,102.01.02,1864.56,0,2 septiembre 2016,
Poldet,78,12,102.01.02,1050,0,2 septiembre 2016,
Poldet,78,13,102.01.02,1058.1,0,2 septiembre 2016,
Poldet,78,14,102.01.02,554.1,0,2 septiembre 2016,
Poldet,78,15,102.01.02,867,0,2 septiembre 2016,
Poldet,78,16,102.01.02,2312.51,0,2 septiembre 2016,
Poldet,78,17,102.01.02,670.6,0,2 septiembre 2016,
Poldet,78,18,102.01.02,60,0,2 septiembre 2016,
Poldet,78,19,102.01.02,1688.58,0,2 septiembre 2016,
Poldet,78,20,102.01.02,1924.46,0,2 septiembre 2016,
Poldet,78,21,102.01.01,8173.33,0,1 septiembre 2016,
Poldet,78,22,102.01.01,14688.5,0,3 septiembre 2016,
Poldet,78,23,102.01.01,90300,0,3 septiembre 2016,
Poldet,78,24,102.01.01,16842.92,0,3 septiembre 2016,
Poldet,78,25,102.01.01,34953.54,0,3 septiembre 2016,
Poldet,78,26,102.01.01,12923.51,0,2 septiembre 2016,
Poldet,78,27,102.01.01,1087.1,0,2 septiembre 2016,
Poldet,78,28,102.01.01,8435,0,1 septiembre 2016,
Poldet,78,29,102.01.01,128547.11,0,2 septiembre 2016,
Poldet,78,30,102.01.02,8799.08,0,2 septiembre 2016,
Poldet,78,31,102.01.02,5296.02,0,2 septiembre 2016,
Poldet,78,32,102.01.02,19582,0,1 septiembre 2016,
Poldet,78,33,101.01.01,0,380315.54,Aplicacion efectivo,
Pol,79,I,11,2016,9,2016-09-22,Aplicacion depositos ventas (Reg-209),,0,,,0,2016-09-23 10:09:13,0,
Poldet,79,1,102.01.02,6164.77,0,3 septiembre 2016,
Poldet,79,2,102.01.02,3064.11,0,3 septiembre 2016,
Poldet,79,3,102.01.02,304.98,0,3 septiembre 2016,
Poldet,79,4,102.01.02,720,0,3 septiembre 2016,
Poldet,79,5,102.01.02,1373.35,0,3 septiembre 2016,
Poldet,79,6,102.01.02,9940.58,0,3 septiembre 2016,
Poldet,79,7,102.01.02,1655.73,0,3 septiembre 2016,
Poldet,79,8,102.01.02,2259.58,0,3 septiembre 2016,
Poldet,79,9,102.01.02,5420.24,0,3 septiembre 2016,
Poldet,79,10,102.01.02,11784.44,0,3 septiembre 2016,
Poldet,79,11,102.01.02,875.82,0,3 septiembre 2016,
Poldet,79,12,102.01.02,3315.63,0,3,
Poldet,79,13,102.01.02,4729.44,0,3 septiembre 2016,
Poldet,79,14,102.01.02,500,0,3 septiembre 2016,
Poldet,79,15,102.01.02,748.24,0,3 septiembre 2016,
Poldet,79,16,102.01.02,310.52,0,3 septiembre 2016,
Poldet,79,17,102.01.02,818,0,3 septiembre 2016,
Poldet,79,18,102.01.02,2056.19,0,3 septiembre 2016,
Poldet,79,19,102.01.02,3538.5,0,3 septiembre 2016,
Poldet,79,20,102.01.02,2708.22,0,3 septiembre 2016,
Poldet,79,21,102.01.02,1169.79,0,5 septiembre 2016,
Poldet,79,22,102.01.01,11344.23,0,5 septiembre 2016,
Poldet,79,23,102.01.01,64500,0,5 septiembre 2016,
Poldet,79,24,102.01.01,5838,0,5 septiembre 2016,
Poldet,79,25,102.01.02,24664.94,0,2 septiembre 2016,
Poldet,79,26,102.01.01,7096.01,0,2 septiembre 2016,
Poldet,79,27,101.01.01,0,176901.31,Aplicacion efectivo,
Pol,80,I,12,2016,9,2016-09-05,Aplicacion depositos ventas (Reg-209),,0,,,0,2016-09-23 10:09:41,0,
Poldet,80,1,102.01.02,10000,0,6 septiembre 2016,
Poldet,80,2,102.01.02,2725.32,0,6 septiembre 2016,
Poldet,80,3,102.01.02,3073.2,0,5 septiembre 2016,
Poldet,80,4,102.01.02,3194,0,5 septiembre 2016,
Poldet,80,5,102.01.02,1646.38,0,5 septiembre 2016,
Poldet,80,6,102.01.02,2174.83,0,5 septiembre 2016,
Poldet,80,7,102.01.02,8493.08,0,5 septiembre 2016,
Poldet,80,8,102.01.02,40,0,5 septiembre 2016,
Poldet,80,9,102.01.02,70,0,5 septiembre 2016,
Poldet,80,10,102.01.02,70587.89,0,5 septiembre 2016,
Poldet,80,11,102.01.02,1556.88,0,5 septiembre 2016,
Poldet,80,12,102.01.02,982.42,0,5 septiembre 2016,
Poldet,80,13,102.01.02,2672.2,0,5 septiembre 2016,
Poldet,80,14,102.01.02,13445.46,0,5 septiembre 2016,
Poldet,80,15,102.01.01,1520.73,0,1 septiembre 2016,
Poldet,80,16,102.01.01,1583.04,0,1 septiembre 2016,
Poldet,80,17,102.01.01,5296.72,0,1 septiembre 2016,
Poldet,80,18,102.01.01,35000,0,6 septiembre 2016,
Poldet,80,19,102.01.01,3005.76,0,5 septiembre 2016,
Poldet,80,20,102.01.01,723.2,0,5 septiembre 2016,
Poldet,80,21,102.01.01,29632.82,0,2 septiembre 2016,
Poldet,80,22,102.01.01,31542,0,5 septiembre 2016,
Poldet,80,23,102.01.02,3137.56,0,2 septiembre 2016,
Poldet,80,24,102.01.02,2870.74,0,5 septiembre 2016,
Poldet,80,25,102.01.02,117082.1,0,2 septiembre 2016,
Poldet,80,26,102.01.02,13435.22,0,5 septiembre 2016,
Poldet,80,27,101.01.01,0,365491.55,Apliacion efectivo,
Pol,81,I,13,2016,9,2016-09-06,Aplicacion depositos ventas (Reg-209),,0,,,0,2016-09-23 12:09:44,0,
Poldet,81,1,102.01.02,800,0,6 septiembre 2016,
Poldet,81,2,102.01.02,2312,0,6 septiembre 2016,
Poldet,81,3,102.01.02,9613.92,0,6 septiembre 2016,
Poldet,81,4,102.01.01,5878.79,0,5 septiembre 2016,
Poldet,81,5,102.01.01,1760.66,0,5 septiembre 2016,
Poldet,81,6,102.01.02,601.5,0,6 septiembre 2016,
Poldet,81,7,102.01.02,4291,0,6 septiembre 2016,
Poldet,81,8,102.01.02,677.86,0,6 septiembre 2016,
Poldet,81,9,102.01.02,19468.12,0,6 septiembre 2016,
Poldet,81,10,102.01.02,820.09,0,6 septiembre 2016,
Poldet,81,11,102.01.02,1352.6,0,6 septiembre 2016,
Poldet,81,12,102.01.02,716.04,0,6 septiembre 2016,
Poldet,81,13,102.01.02,468.5,0,6 septiembre 2016,
Poldet,81,14,102.01.02,500,0,6 septiembre 2016,
Poldet,81,15,102.01.02,943.61,0,6 septiembre 2016,
Poldet,81,16,102.01.02,422.76,0,6 septiembre 2016,
Poldet,81,17,102.01.02,324.24,0,6 septiembre 2016,
Poldet,81,18,102.01.02,780.2,0,6 septiembre 2016,
Poldet,81,19,102.01.01,15138,0,7 septiembre 2016,
Poldet,81,20,102.01.01,124300,0,7 septiembre 2016,
Poldet,81,21,102.01.01,17706.54,0,7 septiembre 2016,
Poldet,81,22,102.01.01,1426.72,0,5 septiembre 2016,
Poldet,81,23,102.01.01,6718,0,6 septiembre 2016,
Poldet,81,24,102.01.01,1208.52,0,6 septiembre 2016,
Poldet,81,25,102.01.01,31385.76,0,2 septiembre 2016,
Poldet,81,26,102.01.02,2664.96,0,6 septiembre 2016,
Poldet,81,27,102.01.02,4498.38,0,6 septiembre 2016,
Poldet,81,28,102.01.02,893.2,0,5 septiembre 2016,
Poldet,81,29,102.01.02,1476.8,0,6 septiembre 2016,
Poldet,81,30,102.01.02,3426.64,0,5 septiembre 2016,
Poldet,81,31,102.01.02,28087.5,0,5 septiembre 2016,
Poldet,81,32,101.01.01,0,290662.91,Aplicacion efectivo,
Pol,82,I,14,2016,9,2016-09-07,Aplicacion depositos ventas (Reg-209),,0,,,0,2016-09-23 13:09:33,0,
Poldet,82,1,102.01.01,434.62,0,7 septiembre 2016,
Poldet,82,2,102.01.02,2585.6,0,7 septiembre 2016,
Poldet,82,3,102.01.02,1475.62,0,7 septiembre 2016,
Poldet,82,4,102.01.02,4445.77,0,7 septiembre 2016,
Poldet,82,5,102.01.02,52.5,0,7 septiembre 2016,
Poldet,82,6,102.01.02,195.98,0,7 septiembre 2016,
Poldet,82,7,102.01.02,900,0,7 septiembre 2016,
Poldet,82,8,102.01.02,1469.75,0,7 septiembre 2016,
Poldet,82,9,102.01.01,98300,0,8 septiembre 2016,
Poldet,82,10,102.01.01,18463.5,0,8 septiembre 2016,
Poldet,82,11,102.01.01,948.96,0,8 septiembre 2016,
Poldet,82,12,102.01.01,6025.66,0,7 septiembre 2016,
Poldet,82,13,102.01.01,3481.18,0,7 septiembre 2016,
Poldet,82,14,102.01.01,7548.66,0,7 septiembre 2016,
Poldet,82,15,102.01.01,1611.62,0,7 septiembre 2016,
Poldet,82,16,102.01.02,114565.15,0,7 septiembre 2016,
Poldet,82,17,102.01.02,5658.91,0,6 septiembre 2016,
Poldet,82,18,102.01.02,3262.91,0,6 septiembre 2016,
Poldet,82,19,102.01.02,10879.45,0,6 septiembre 2016,
Poldet,82,20,102.01.02,12756.95,0,6 septiembre 2016,
Poldet,82,21,102.01.02,6040.46,0,7 septiembre 2016,
Poldet,82,22,101.01.01,0,301103.25,Aplicacion efectivo,
Pol,83,E,60,2016,9,2016-09-12,Aplic. de gastos,,0,,,0,2016-09-23 13:09:00,0,
Poldet,83,1,602.01,14851.62,0,Aplic. de gastos,
Poldet,83,2,602.03,3240.11,0,Aplic. de gastos,
Poldet,83,3,602.23,4375,0,Aplic. de gastos,
Poldet,83,4,602.15,899.63,0,Aplic. de gastos,
Poldet,83,5,602.04,2306.48,0,Aplic. de gastos,
Poldet,83,6,602.05,2076.48,0,Aplic. de gastos,
Poldet,83,7,216.01,0,353.12,Aplic. de retenciones,
Poldet,83,8,216.11,0,370.02,Aplic. de retenciones,
Poldet,83,9,107.01.21,0,200,Aplic. a prestamos,
Poldet,83,10,211.03,0,1854.95,Aplic. de retenciones,
Poldet,83,11,113.06,144.84,0,Aplic. de subcidio al empleo,
Poldet,83,12,602.01,28972.16,0,Aplic. de gastos,
Poldet,83,13,602.03,6119.5,0,Aplic. de gastos,
Poldet,83,14,602.23,9378.43,0,Aplic. de gastos,
Poldet,83,15,602.15,800.07,0,Aplic. de gastos,
Poldet,83,16,602.05,6346.45,0,Aplic. de gastos,
Poldet,83,17,602.04,6847.48,0,Aplic. de gastos,
Poldet,83,18,216.01,0,1062.04,Aplic. de retenciones,
Poldet,83,19,216.11,0,708.48,Aplic. de retenciones,
Poldet,83,20,107.01.09,0,250,Aplic. a prestamos,
Poldet,83,21,107.01.06,0,200,Aplic. a prestamos,
Poldet,83,22,107.01.29,0,180,Aplic. a prestamos,
Poldet,83,23,107.01.25,0,250,Aplic. a prestamos,
Poldet,83,24,107.01.24,0,100,Aplic. a prestamos,
Poldet,83,25,107.01.48,0,200,Aplic. a prestamos,
Poldet,83,26,603.01,9555,0,Aplic. de gastos,
Poldet,83,27,603.03,765,0,Aplic. de gastos,
Poldet,83,28,603.23,900,0,Aplic. de gastos,
Poldet,83,29,603.15,474.96,0,Aplic. de gastos,
Poldet,83,30,603.04,2111.84,0,Aplic. de gastos,
Poldet,83,31,603.05,2112.14,0,Aplic. de gastos,
Poldet,83,32,216.01,0,2024.84,Aplic. de retenciones,
Poldet,83,33,216.11,0,258,Aplic. de retenciones,
Poldet,83,34,211.03,0,1318.42,Aplic. de retenciones,
Poldet,83,35,211.03,0,4290.08,Aplic. de retenciones,
Poldet,83,36,113.06,393.66,0,Aplic de subcidio,
Poldet,83,37,102.01.01,0,89044.54,Pago con transferencia,
Poldet,83,38,602.83,0,6.36,Aplic. de gastos,
Pol,84,I,15,2016,9,2016-09-08,Aplicacion depositos ventas (Reg-209),,0,,,0,2016-09-23 16:09:02,0,
Poldet,84,1,102.01.02,4157,0,8 septiembre 2016,
Poldet,84,2,102.01.02,1112.32,0,8 septiembre 2016,
Poldet,84,3,102.01.02,345.15,0,8 septiembre 2016,
Poldet,84,4,102.01.02,5537.18,0,8 septiembre 2016,
Poldet,84,5,102.01.02,634.86,0,8 septiembre 2016,
Poldet,84,6,102.01.02,2406.78,0,8 septiembre 2016,
Poldet,84,7,102.01.02,6085.42,0,8 septiembre 2016,
Poldet,84,8,102.01.02,872.5,0,8 septiembre 2016,
Poldet,84,9,102.01.02,828.24,0,8 septiembre 2016,
Poldet,84,10,102.01.02,73.61,0,8 septiembre 2016,
Poldet,84,11,102.01.01,5836.71,0,7 septiembre 2016,
Poldet,84,12,102.01.01,1502.26,0,7 septiembre 2016,
Poldet,84,13,102.01.01,4217.5,0,9 septiembre 2016,
Poldet,84,14,102.01.01,99500,0,9 septiembre 2016,
Poldet,84,15,102.01.01,43416,0,6 septiembre 2016,
Poldet,84,16,102.01.01,17878,0,8 septiembre 2016,
Poldet,84,17,102.01.01,23848.02,0,7 septiembre 2016,
Poldet,84,18,102.01.01,55547.93,0,7 septiembre 2016,
Poldet,84,19,102.01.01,2773.56,0,8 septiembre 2016,
Poldet,84,20,102.01.02,1884.2,0,8 septiembre 2016,
Poldet,84,21,102.01.02,26707.6,0,7 septiembre 2016,
Poldet,84,22,102.01.02,3016.42,0,8 septiembre 2016,
Poldet,84,23,101.01.01,0,308181.26,Aplicacion efectivo,
Pol,85,I,16,2016,9,2016-09-09,Aplicacion depositos ventas (Reg-209),,0,,,0,2016-09-23 16:09:01,0,
Poldet,85,1,102.01.02,96.67,0,9 septiembre 2016,
Poldet,85,2,102.01.02,339.72,0,9 septiembre 2016,
Poldet,85,3,102.01.02,1610.12,0,9 septiembre 2016,
Poldet,85,4,102.01.02,1216.94,0,9 septiembre 2016,
Poldet,85,5,102.01.02,496.98,0,9 septiembre 2016,
Poldet,85,6,102.01.02,3798,0,9 septiembre 2016,
Poldet,85,7,102.01.02,340.54,0,9 septiembre 2016,
Poldet,85,9,102.01.02,1815.91,0,9 septiembre 2016,
Poldet,85,10,102.01.02,867,0,9 septiembre 2016,
Poldet,85,11,102.01.02,345.15,0,9 septiembre 2016,
Poldet,85,12,102.01.02,3658,0,9 septiembre 2016,
Poldet,85,13,102.01.02,7287.02,0,9 septiembre 2016,
Poldet,85,14,102.01.01,3700,0,9 septiembre 2016,
Poldet,85,15,102.01.01,10000,0,10 septiembre 2016,
Poldet,85,16,102.01.01,4532,0,10 septiembre 2016,
Poldet,85,17,102.01.01,75800,0,10 septiembre 2016,
Poldet,85,18,102.01.01,178287.13,0,6 septiembre 2016,
Poldet,85,19,102.01.01,4294.17,0,5 septiembre 2016,
Poldet,85,20,102.01.01,4985.84,0,9 septiembre 2016,
Poldet,85,21,102.01.01,2954.6,0,9 septiembre 2016,
Poldet,85,22,102.01.02,8491.9,0,9 septiembre 2016,
Poldet,85,23,102.01.02,11566,0,9 septiembre 2016,
Poldet,85,24,102.01.02,8059.61,0,8 septiembre 2016,
Poldet,85,25,101.01.01,0,334543.3,Aplicacion efectivo,
Pol,86,E,61,2016,9,2016-09-12,Aplic. de anticipos,,0,,,0,2016-09-23 18:09:03,0,
Poldet,86,1,120.01.02,40000,0,Aplic. de anticipos,
Poldet,86,2,102.01.01,0,40000,Pago con transferencia,
Pol,87,E,62,2016,9,2016-09-12,aplic. de anticipos,,0,,,0,2016-09-23 18:09:10,0,
Poldet,87,1,120.01.04,1100,0,Aplic. de anticipos,
Poldet,87,2,102.01.01,0,1100,Pago con transferencia,
Pol,88,E,63,2016,9,2016-09-13,aplic. de anticipos,,0,,,0,2016-09-23 19:09:41,0,
Poldet,88,1,120.01.62,2000,0,Aplic. de anticipos,
Poldet,88,2,102.01.01,0,2000,Pago con transferencia,
Poldet,88,3,603.55.02,610.43,0,Aplic. de gastos,
Poldet,88,4,603.55.02,49.14,0,Aplic. de gastos,
Poldet,88,5,118.01,97.67,0,iva de gastos,
Poldet,88,6,118.01,7.86,0,Iva de gastos,
Poldet,88,7,120.01.62,0,765.1,Aplic. a anticipos,
